sample,date,timestamp,barometric_pressure,humidity,temperature,wind_direction,wind_speed,solar_radiation,Label
19556,11/19/2016,19:35:00,30.45,96,48,144.67,14.62,1.23,1
19557,11/19/2016,19:30:00,30.44,97,48,127.77,7.87,1.22,1
19558,11/19/2016,19:25:00,30.44,97,48,104.55,5.62,1.22,1
19559,11/19/2016,19:20:00,30.44,97,48,115.25,7.87,1.21,1
19560,11/19/2016,19:15:00,30.44,96,48,126.07,16.87,1.21,1
19561,11/19/2016,19:10:00,30.44,95,48,161.77,5.62,1.21,1
19562,11/19/2016,19:05:00,30.44,93,48,112.07,14.62,1.22,1
19563,11/19/2016,19:00:00,30.44,92,48,158.76,11.25,1.24,1
19564,11/19/2016,18:55:00,30.43,89,48,130.79,9,1.22,1
19565,11/19/2016,18:50:00,30.43,89,48,155.54,9,1.24,1
19566,11/19/2016,18:45:00,30.43,91,48,167.81,16.87,1.24,1
19567,11/19/2016,18:40:00,30.43,93,48,166.82,12.37,1.2,1
19568,11/19/2016,18:35:00,30.43,94,48,171.73,3.37,1.21,1
19569,11/19/2016,18:30:00,30.43,94,48,159.34,13.5,1.22,1
19570,11/19/2016,18:25:00,30.43,94,48,102.92,12.37,1.2,1
19571,11/19/2016,18:20:00,30.43,94,48,160.42,7.87,1.22,1
19572,11/19/2016,18:15:00,30.43,94,48,127.29,4.5,1.23,1
19573,11/19/2016,18:10:00,30.43,93,48,86.78,3.37,1.24,1
19574,11/19/2016,18:05:00,30.43,93,48,117.85,6.75,1.24,1
19575,11/19/2016,18:00:00,30.43,92,48,106.48,10.12,1.24,1
19576,11/19/2016,17:55:00,30.43,92,48,123.22,11.25,1.24,1
19577,11/19/2016,17:50:00,30.42,92,48,162.16,9,1.78,1
19578,11/19/2016,17:45:00,30.43,90,49,102.77,9,2.84,1
19579,11/19/2016,17:40:00,30.42,89,49,49.43,5.62,5.9,1
19580,11/19/2016,17:35:00,30.43,87,49,51.25,4.5,11.68,1
19581,11/19/2016,17:30:00,30.42,87,49,134.03,11.25,15.09,1
19582,11/19/2016,17:25:00,30.42,88,50,177.22,3.37,17.69,1
19583,11/19/2016,17:20:00,30.42,86,50,41.23,5.62,25.53,1
19584,11/19/2016,17:15:00,30.42,87,50,106.11,7.87,42.78,1
19585,11/19/2016,17:10:00,30.42,86,50,59.77,4.5,54.21,1
19586,11/19/2016,17:05:00,30.42,85,50,77.79,4.5,54.41,1
19587,11/19/2016,17:00:00,30.42,85,50,83.25,13.5,56.1,1
19588,11/19/2016,16:55:00,30.42,85,50,88.02,9,74.48,1
19589,11/19/2016,16:50:00,30.42,84,50,1.34,4.5,102.35,1
19590,11/19/2016,16:45:00,30.42,84,50,6.79,4.5,104.33,1
19591,11/19/2016,16:40:00,30.42,83,50,93.41,13.5,93.91,1
19592,11/19/2016,16:35:00,30.41,83,51,122.51,3.37,105.87,1
19593,11/19/2016,16:30:00,30.41,81,51,164.48,4.5,128.39,1
19594,11/19/2016,16:25:00,30.41,82,51,124.34,5.62,169.13,2
19595,11/19/2016,16:20:00,30.41,81,51,135.47,5.62,214.35,2
19596,11/19/2016,16:15:00,30.41,80,51,72.24,10.12,265.15,2
19597,11/19/2016,16:10:00,30.41,80,52,41.37,4.5,382.34,3
19598,11/19/2016,16:05:00,30.41,78,51,49.44,9,337.01,3
19599,11/19/2016,16:00:00,30.41,75,51,39.12,3.37,263.26,2
19600,11/19/2016,15:55:00,30.41,74,51,139.99,10.12,242.05,2
19601,11/19/2016,15:50:00,30.41,74,51,122.41,11.25,235.57,2
19602,11/19/2016,15:45:00,30.41,76,52,65.61,3.37,230.31,2
19603,11/19/2016,15:40:00,30.41,75,52,116.72,12.37,241.46,2
19604,11/19/2016,15:35:00,30.4,72,52,95.9,13.5,276.73,2
19605,11/19/2016,15:30:00,30.41,64,52,126.75,7.87,289.74,2
19606,11/19/2016,15:25:00,30.41,74,53,142.88,5.62,304.11,2
19607,11/19/2016,15:20:00,30.41,73,53,37.78,7.87,294.76,2
19608,11/19/2016,15:15:00,30.4,67,54,82.76,1.12,330.98,3
19609,11/19/2016,15:10:00,30.41,70,54,30.78,5.62,266.76,2
19610,11/19/2016,15:05:00,30.4,71,55,43.39,9,551.83,4
19611,11/19/2016,15:00:00,30.41,64,54,91.22,10.12,573.07,4
19612,11/19/2016,14:55:00,30.41,63,55,31.84,10.12,537.68,4
19613,11/19/2016,14:50:00,30.4,69,55,90.66,11.25,643.57,5
19614,11/19/2016,14:45:00,30.4,65,55,22.97,6.75,473.29,3
19615,11/19/2016,14:40:00,30.41,64,56,355.9,15.75,513.21,4
19616,11/19/2016,14:35:00,30.4,66,56,4.22,4.5,771.67,5
19617,11/19/2016,14:30:00,30.41,60,56,69.6,13.5,842.92,6
19618,11/19/2016,14:25:00,30.4,63,56,103,12.37,761.4,5
19619,11/19/2016,14:20:00,30.41,60,56,44.39,11.25,787.36,5
19620,11/19/2016,14:15:00,30.4,62,56,348.14,2.25,769.58,5
19621,11/19/2016,14:10:00,30.4,58,56,56.05,10.12,783.91,5
19622,11/19/2016,14:05:00,30.4,64,56,117.84,9,795.07,5
19623,11/19/2016,14:00:00,30.41,61,55,117.15,11.25,706.39,5
19624,11/19/2016,13:55:00,30.41,61,55,68.52,6.75,815.14,6
19625,11/19/2016,13:50:00,30.41,62,55,21.91,9,844.54,6
19626,11/19/2016,13:45:00,30.41,63,54,94.8,7.87,827.95,6
19627,11/19/2016,13:40:00,30.41,64,55,45.75,14.62,483.2,4
19628,11/19/2016,13:35:00,30.41,69,55,116.34,6.75,704.87,5
19629,11/19/2016,13:30:00,30.41,71,55,35.51,6.75,674.92,5
19630,11/19/2016,13:25:00,30.41,66,55,352.84,12.37,891.56,6
19631,11/19/2016,13:20:00,30.42,68,55,57.17,6.75,848.58,6
19632,11/19/2016,13:15:00,30.42,70,55,75.3,11.25,906.16,6
19633,11/19/2016,13:10:00,30.42,63,55,86.92,11.25,904.27,6
19634,11/19/2016,13:05:00,30.42,69,54,41.55,13.5,873.1,6
19635,11/19/2016,13:00:00,30.42,66,54,26.78,11.25,481,3
19636,11/19/2016,12:55:00,30.42,67,55,28.63,9,660.2,5
19637,11/19/2016,12:50:00,30.42,71,54,50.06,10.12,960.54,6
19638,11/19/2016,12:45:00,30.42,72,54,130.96,4.5,784.39,5
19639,11/19/2016,12:40:00,30.42,71,54,49.32,12.37,943.47,6
19640,11/19/2016,12:35:00,30.43,68,55,109.13,13.5,455.55,3
19641,11/19/2016,12:30:00,30.43,65,55,113.63,7.87,549.38,4
19642,11/19/2016,12:25:00,30.43,54,55,56.59,10.12,638.4,4
19643,11/19/2016,12:20:00,30.43,57,55,58.9,3.37,969.11,7
19644,11/19/2016,12:15:00,30.43,59,55,290.76,10.12,913.21,6
19645,11/19/2016,12:10:00,30.44,58,55,55.53,5.62,836.62,6
19646,11/19/2016,12:05:00,30.44,62,55,164.42,5.62,848.52,6
19647,11/19/2016,12:00:00,30.44,60,56,27.75,9,807.52,6
19648,11/19/2016,11:55:00,30.44,55,56,61.33,11.25,746.21,5
19649,11/19/2016,11:50:00,30.44,54,56,23.58,9,970.43,7
19650,11/19/2016,11:45:00,30.44,51,56,115.24,11.25,766.25,5
19651,11/19/2016,11:40:00,30.45,58,55,64.12,10.12,982.09,7
19652,11/19/2016,11:35:00,30.45,58,55,114.67,5.62,951.05,6
19653,11/19/2016,11:30:00,30.45,60,55,59.86,10.12,922.44,6
19654,11/19/2016,11:25:00,30.45,53,55,104.01,10.12,917.97,6
19655,11/19/2016,11:20:00,30.45,54,55,98.38,5.62,916.77,6
19656,11/19/2016,11:15:00,30.45,56,55,21.69,2.25,879.78,6
19657,11/19/2016,11:10:00,30.45,57,54,117.89,4.5,830.5,6
19658,11/19/2016,11:05:00,30.45,61,54,79.68,7.87,858.54,6
19659,11/19/2016,11:00:00,30.45,62,54,86.14,5.62,766.34,5
19660,11/19/2016,10:55:00,30.45,67,53,75.95,10.12,815.06,6
19661,11/19/2016,10:50:00,30.45,51,53,325.62,5.62,761.86,5
19662,11/19/2016,10:45:00,30.45,62,53,336.51,4.5,747.56,5
19663,11/19/2016,10:40:00,30.45,65,53,113.84,11.25,793.65,5
19664,11/19/2016,10:35:00,30.46,66,53,52.49,12.37,726.12,5
19665,11/19/2016,10:30:00,30.46,73,52,16.44,10.12,740.21,5
19666,11/19/2016,10:25:00,30.46,72,53,45.47,11.25,750.59,5
19667,11/19/2016,10:20:00,30.46,72,53,110.37,6.75,783.05,5
19668,11/19/2016,10:15:00,30.46,76,53,44.84,11.25,764.03,5
19669,11/19/2016,10:10:00,30.46,74,53,40.51,9,670.02,5
19670,11/19/2016,10:05:00,30.46,75,52,2.72,7.87,738.16,5
19671,11/19/2016,10:00:00,30.46,71,53,58.46,9,679.71,5
19672,11/19/2016,9:55:00,30.46,67,53,168.88,1.12,639.3,4
19673,11/19/2016,9:50:00,30.45,61,53,335.41,5.62,619.77,4
19674,11/19/2016,9:45:00,30.46,65,53,107.89,6.75,405.61,3
19675,11/19/2016,9:40:00,30.46,62,54,98.38,11.25,592.75,4
19676,11/19/2016,9:35:00,30.46,59,54,204.59,3.37,620.91,4
19677,11/19/2016,9:30:00,30.46,52,55,13.98,7.87,717.7,5
19678,11/19/2016,9:25:00,30.46,47,55,95.94,4.5,551.67,4
19679,11/19/2016,9:20:00,30.46,53,55,114.09,5.62,545.51,4
19680,11/19/2016,9:15:00,30.45,41,55,63.29,5.62,535.51,4
19681,11/19/2016,9:10:00,30.45,40,56,101.26,5.62,438.87,3
19682,11/19/2016,9:05:00,30.45,40,55,114.03,7.87,409.38,3
19683,11/19/2016,9:00:00,30.45,43,55,91.78,11.25,480.52,3
19684,11/19/2016,8:55:00,30.45,47,55,84.57,7.87,425.08,3
19685,11/19/2016,8:50:00,30.45,45,55,90.04,7.87,419.02,3
19686,11/19/2016,8:45:00,30.45,42,55,59.8,5.62,431.73,3
19687,11/19/2016,8:40:00,30.44,46,54,120.53,6.75,608.86,4
19688,11/19/2016,8:35:00,30.44,54,54,133.07,6.75,563.04,4
19689,11/19/2016,8:30:00,30.44,53,54,98.4,6.75,523.62,4
19690,11/19/2016,8:25:00,30.44,40,54,359.94,4.5,356.26,3
19691,11/19/2016,8:20:00,30.44,38,54,36.44,2.25,208.27,2
19692,11/19/2016,8:15:00,30.44,38,55,120.38,7.87,200.73,2
19693,11/19/2016,8:10:00,30.44,37,55,62.24,4.5,433.36,3
19694,11/19/2016,8:05:00,30.43,37,54,251.09,2.25,469.34,3
19695,11/19/2016,8:00:00,30.43,36,54,36.35,2.25,418.32,3
19696,11/19/2016,7:55:00,30.43,34,53,123.15,4.5,372.13,3
19697,11/19/2016,7:50:00,30.43,34,52,169.69,11.25,324.23,3
19698,11/19/2016,7:45:00,30.43,23,52,125.28,9,260.56,2
19699,11/19/2016,7:40:00,30.43,25,51,149.88,3.37,64.07,1
19700,11/19/2016,7:35:00,30.43,28,50,118.15,4.5,50.5,1
19701,11/19/2016,7:30:00,30.43,27,50,110.3,7.87,46.09,1
19702,11/19/2016,7:25:00,30.43,24,50,122.66,6.75,43.06,1
19703,11/19/2016,7:20:00,30.43,25,49,129.08,12.37,38.02,1
19704,11/19/2016,7:15:00,30.43,26,49,140.89,7.87,32.42,1
19705,11/19/2016,7:10:00,30.43,26,48,129.21,11.25,28.79,1
19706,11/19/2016,7:05:00,30.43,26,48,177.71,5.62,27.04,1
19707,11/19/2016,7:00:00,30.43,27,49,141.17,5.62,25.09,1
19708,11/19/2016,6:55:00,30.43,25,48,112.51,11.25,21.68,1
19709,11/19/2016,6:50:00,30.43,26,48,165.9,6.75,17.18,1
19710,11/19/2016,6:45:00,30.43,26,48,171.41,12.37,13.14,1
19711,11/19/2016,6:40:00,30.43,26,48,177.97,9,10.5,1
19712,11/19/2016,6:35:00,30.42,27,48,150.15,11.25,7.68,1
19713,11/19/2016,6:30:00,30.42,27,48,157.88,12.37,5.33,1
19714,11/19/2016,6:25:00,30.42,27,48,194.06,11.25,3.04,1
19715,11/19/2016,6:20:00,30.42,27,47,155.75,10.12,1.65,1
19716,11/19/2016,6:15:00,30.42,28,47,168.82,11.25,1.2,1
19717,11/19/2016,6:10:00,30.42,28,47,139.67,13.5,1.16,1
19718,11/19/2016,6:05:00,30.41,28,47,164.03,10.12,1.22,1
19719,11/19/2016,6:00:00,30.41,28,47,139,11.25,1.22,1
19720,11/19/2016,5:55:00,30.41,29,47,137.51,14.62,1.19,1
19721,11/19/2016,5:50:00,30.41,29,47,157.58,7.87,1.21,1
19722,11/19/2016,5:45:00,30.41,30,47,151.56,10.12,1.24,1
19723,11/19/2016,5:40:00,30.41,30,46,180.06,12.37,1.17,1
19724,11/19/2016,5:35:00,30.41,31,46,162.69,11.25,1.2,1
19725,11/19/2016,5:30:00,30.41,32,46,163.5,10.12,1.2,1
19726,11/19/2016,5:25:00,30.41,33,46,192.78,10.12,1.23,1
19727,11/19/2016,5:20:00,30.4,34,46,144.3,9,1.19,1
19728,11/19/2016,5:15:00,30.4,36,45,173.95,11.25,1.18,1
19729,11/19/2016,5:10:00,30.4,38,45,174.9,6.75,1.2,1
19730,11/19/2016,5:05:00,30.4,40,45,174,6.75,1.21,1
19731,11/19/2016,5:00:00,30.4,43,44,139.45,9,1.19,1
19732,11/19/2016,4:55:00,30.4,47,44,176.04,7.87,1.21,1
19733,11/19/2016,4:50:00,30.4,58,44,162.69,7.87,1.2,1
19734,11/19/2016,4:45:00,30.4,59,44,144.93,6.75,1.19,1
19735,11/19/2016,4:40:00,30.4,64,44,173.97,5.62,1.2,1
19736,11/19/2016,4:35:00,30.4,64,44,182.22,4.5,1.21,1
19737,11/19/2016,4:30:00,30.4,57,44,171.89,9,1.21,1
19738,11/19/2016,4:25:00,30.4,57,44,47.1,6.75,1.21,1
19739,11/19/2016,4:20:00,30.4,61,44,148.87,6.75,1.23,1
19740,11/19/2016,4:15:00,30.4,63,45,127.65,3.37,1.2,1
19741,11/19/2016,4:10:00,30.4,60,44,138.38,9,1.19,1
19742,11/19/2016,4:05:00,30.4,55,44,170.56,5.62,1.2,1
19743,11/19/2016,4:00:00,30.4,53,44,150.72,9,1.22,1
19744,11/19/2016,3:55:00,30.4,52,44,127.58,5.62,1.18,1
19745,11/19/2016,3:50:00,30.4,53,44,155.62,6.75,1.2,1
19746,11/19/2016,3:45:00,30.4,58,44,147.27,6.75,1.19,1
19747,11/19/2016,3:40:00,30.4,60,44,182.77,10.12,1.19,1
19748,11/19/2016,3:35:00,30.4,62,44,129.29,5.62,1.26,1
19749,11/19/2016,3:30:00,30.4,59,44,138.35,5.62,1.21,1
19750,11/19/2016,3:25:00,30.4,57,44,171.08,4.5,1.21,1
19751,11/19/2016,3:20:00,30.4,51,44,116.2,9,1.2,1
19752,11/19/2016,3:15:00,30.4,50,44,116.97,3.37,1.21,1
19753,11/19/2016,3:10:00,30.4,49,44,162.31,6.75,1.21,1
19754,11/19/2016,3:05:00,30.4,51,44,117.9,6.75,1.19,1
19755,11/19/2016,3:00:00,30.4,51,44,164.18,4.5,1.19,1
19756,11/19/2016,2:55:00,30.4,53,44,160.56,3.37,1.2,1
19757,11/19/2016,2:50:00,30.4,55,44,162.23,10.12,1.21,1
19758,11/19/2016,2:45:00,30.4,57,43,159.6,2.25,1.23,1
19759,11/19/2016,2:40:00,30.4,58,43,164.56,4.5,1.21,1
19760,11/19/2016,2:35:00,30.4,61,43,131.16,3.37,1.19,1
19761,11/19/2016,2:30:00,30.4,64,43,172.16,7.87,1.21,1
19762,11/19/2016,2:25:00,30.41,63,44,140.07,5.62,1.2,1
19763,11/19/2016,2:20:00,30.41,65,44,188.93,4.5,1.21,1
19764,11/19/2016,2:15:00,30.41,68,44,178.49,5.62,1.18,1
19765,11/19/2016,2:10:00,30.41,72,44,174.69,7.87,1.17,1
19766,11/19/2016,2:05:00,30.41,75,44,181.53,4.5,1.2,1
19767,11/19/2016,2:00:00,30.41,79,44,146.79,5.62,1.19,1
19768,11/19/2016,1:55:00,30.41,88,44,151.19,4.5,1.2,1
19769,11/19/2016,1:50:00,30.41,89,44,124.22,9,1.2,1
19770,11/19/2016,1:45:00,30.41,98,45,161.78,6.75,1.2,1
19771,11/19/2016,1:40:00,30.42,99,45,169.41,3.37,1.19,1
19772,11/19/2016,1:35:00,30.42,99,45,172.6,4.5,1.22,1
19773,11/19/2016,1:30:00,30.42,99,45,105.17,6.75,1.2,1
19774,11/19/2016,1:25:00,30.42,99,46,150.98,9,1.2,1
19775,11/19/2016,1:20:00,30.42,99,46,184.27,5.62,1.17,1
19776,11/19/2016,1:15:00,30.42,99,46,156.05,2.25,1.22,1
19777,11/19/2016,1:10:00,30.42,99,46,197.82,4.5,1.22,1
19778,11/19/2016,1:05:00,30.43,99,46,177.58,4.5,1.22,1
19779,11/19/2016,1:00:00,30.43,99,47,164.44,2.25,1.22,1
19780,11/19/2016,0:55:00,30.43,99,47,150.15,4.5,1.21,1
19781,11/19/2016,0:50:00,30.43,99,47,150.2,2.25,1.21,1
19782,11/19/2016,0:45:00,30.43,99,47,142.37,4.5,1.2,1
19783,11/19/2016,0:40:00,30.43,98,47,151.3,2.25,1.22,1
19784,11/19/2016,0:35:00,30.43,98,47,116.53,7.87,1.16,1
19785,11/19/2016,0:30:00,30.43,98,47,171.67,6.75,1.22,1
19786,11/19/2016,0:25:00,30.43,97,47,128.19,5.62,1.17,1
19787,11/19/2016,0:20:00,30.43,95,47,177.9,3.37,1.2,1
19788,11/19/2016,0:15:00,30.43,94,47,122.88,4.5,1.25,1
19789,11/19/2016,0:10:00,30.43,92,46,144.79,5.62,1.23,1
19790,11/19/2016,0:05:00,30.43,91,46,116.55,9,1.22,1
19791,11/19/2016,0:00:00,30.44,89,46,103.17,12.37,1.23,1
19792,11/18/2016,23:55:00,30.44,87,46,117.82,9,1.21,1
19793,11/18/2016,23:50:00,30.44,86,46,154.16,5.62,1.24,1
19794,11/18/2016,23:45:00,30.44,84,46,134.81,7.87,1.17,1
19795,11/18/2016,23:40:00,30.44,82,46,183.58,5.62,1.24,1
19796,11/18/2016,23:35:00,30.44,73,45,163.69,5.62,1.22,1
19797,11/18/2016,23:30:00,30.44,65,45,168.84,11.25,1.21,1
19798,11/18/2016,23:25:00,30.44,66,45,149.71,10.12,1.21,1
19799,11/18/2016,23:20:00,30.44,72,45,154.39,10.12,1.2,1
19800,11/18/2016,23:15:00,30.44,79,45,166.2,10.12,1.22,1
19801,11/18/2016,23:10:00,30.44,85,45,181.9,4.5,1.21,1
19802,11/18/2016,23:05:00,30.44,97,45,134.94,10.12,1.21,1
19803,11/18/2016,23:00:00,30.45,99,46,159.18,3.37,1.21,1
19804,11/18/2016,22:55:00,30.45,99,47,162.3,6.75,1.24,1
19805,11/18/2016,22:50:00,30.44,99,47,153.22,9,1.24,1
19806,11/18/2016,22:45:00,30.45,99,47,99.74,6.75,1.2,1
19807,11/18/2016,22:40:00,30.44,99,47,162.32,4.5,1.21,1
19808,11/18/2016,22:35:00,30.45,98,48,109.61,6.75,1.23,1
19809,11/18/2016,22:30:00,30.44,98,48,194.99,2.25,1.21,1
19810,11/18/2016,22:25:00,30.44,98,48,139.45,9,1.23,1
19811,11/18/2016,22:20:00,30.44,97,48,138.83,5.62,1.23,1
19812,11/18/2016,22:15:00,30.44,97,47,157.83,5.62,1.2,1
19813,11/18/2016,22:10:00,30.44,96,47,153.53,12.37,1.24,1
19814,11/18/2016,22:05:00,30.44,96,47,154.78,5.62,1.21,1
19815,11/18/2016,22:00:00,30.44,95,48,130.18,9,1.21,1
19816,11/18/2016,21:55:00,30.44,95,48,110.67,7.87,1.23,1
19817,11/18/2016,21:50:00,30.44,95,48,138.54,11.25,1.21,1
19818,11/18/2016,21:45:00,30.44,95,47,158.9,5.62,1.22,1
19819,11/18/2016,21:40:00,30.44,94,47,169.78,11.25,1.21,1
19820,11/18/2016,21:35:00,30.43,94,47,160.49,12.37,1.2,1
19821,11/18/2016,21:30:00,30.43,94,47,152.01,4.5,1.2,1
19822,11/18/2016,21:25:00,30.43,93,48,130.01,6.75,1.22,1
19823,11/18/2016,21:20:00,30.43,93,48,166.66,6.75,1.19,1
19824,11/18/2016,21:15:00,30.43,92,48,132.84,10.12,1.21,1
19825,11/18/2016,21:10:00,30.43,91,48,194.24,3.37,1.22,1
19826,11/18/2016,21:05:00,30.43,92,48,154.68,9,1.21,1
19827,11/18/2016,21:00:00,30.43,92,48,225.59,5.62,1.25,1
19828,11/18/2016,20:55:00,30.43,92,48,151.67,11.25,1.23,1
19829,11/18/2016,20:50:00,30.43,92,48,152.24,7.87,1.23,1
19830,11/18/2016,20:45:00,30.43,92,48,158.56,6.75,1.22,1
19831,11/18/2016,20:40:00,30.43,92,48,148.84,13.5,1.21,1
19832,11/18/2016,20:35:00,30.43,93,48,166.32,11.25,1.24,1
19833,11/18/2016,20:30:00,30.43,93,48,130.71,10.12,1.22,1
19834,11/18/2016,20:25:00,30.43,92,48,163.88,10.12,1.22,1
19835,11/18/2016,20:20:00,30.43,89,48,133.25,11.25,1.23,1
19836,11/18/2016,20:15:00,30.43,87,48,143.65,14.62,1.22,1
19837,11/18/2016,20:10:00,30.43,82,48,120.89,12.37,1.23,1
19838,11/18/2016,20:05:00,30.43,78,48,130.61,10.12,1.23,1
19839,11/18/2016,20:00:00,30.43,75,48,82.07,6.75,1.23,1
19840,11/18/2016,19:55:00,30.43,72,48,159.57,6.75,1.22,1
19841,11/18/2016,19:50:00,30.43,72,48,158.56,4.5,1.23,1
19842,11/18/2016,19:45:00,30.42,69,48,148.48,7.87,1.23,1
19843,11/18/2016,19:40:00,30.42,73,47,95.11,6.75,1.22,1
19844,11/18/2016,19:35:00,30.42,75,47,150.31,7.87,1.24,1
19845,11/18/2016,19:30:00,30.42,75,48,130.86,9,1.23,1
19846,11/18/2016,19:25:00,30.42,76,47,131.09,12.37,1.21,1
19847,11/18/2016,19:20:00,30.42,81,47,132.2,7.87,1.23,1
19848,11/18/2016,19:15:00,30.42,82,47,141.75,3.37,1.19,1
19849,11/18/2016,19:10:00,30.42,81,47,104.93,4.5,1.18,1
19850,11/18/2016,19:05:00,30.42,89,47,120.79,5.62,1.19,1
19851,11/18/2016,19:00:00,30.42,89,47,126.28,7.87,1.2,1
19852,11/18/2016,18:55:00,30.42,89,47,115.62,12.37,1.23,1
19853,11/18/2016,18:50:00,30.42,88,47,149.23,2.25,1.22,1
19854,11/18/2016,18:45:00,30.42,89,47,67.41,3.37,1.22,1
19855,11/18/2016,18:40:00,30.42,91,48,131.46,3.37,1.2,1
19856,11/18/2016,18:35:00,30.41,90,49,137.29,10.12,1.22,1
19857,11/18/2016,18:30:00,30.41,87,49,88.05,10.12,1.2,1
19858,11/18/2016,18:25:00,30.41,83,50,106.15,4.5,1.2,1
19859,11/18/2016,18:20:00,30.41,82,50,68.64,3.37,1.19,1
19860,11/18/2016,18:15:00,30.41,84,50,145.31,7.87,1.23,1
19861,11/18/2016,18:10:00,30.41,87,50,133.01,4.5,1.21,1
19862,11/18/2016,18:05:00,30.41,85,50,130.84,9,1.19,1
19863,11/18/2016,18:00:00,30.41,85,50,138.77,4.5,1.2,1
19864,11/18/2016,17:55:00,30.41,82,50,167.09,7.87,1.25,1
19865,11/18/2016,17:50:00,30.41,78,51,128.82,6.75,1.84,1
19866,11/18/2016,17:45:00,30.41,71,51,75.14,2.25,2.92,1
19867,11/18/2016,17:40:00,30.41,67,51,99.01,5.62,5.05,1
19868,11/18/2016,17:35:00,30.41,62,52,176.3,5.62,9.31,1
19869,11/18/2016,17:30:00,30.4,61,52,128.73,10.12,14.12,1
19870,11/18/2016,17:25:00,30.4,54,52,115.41,6.75,24.48,1
19871,11/18/2016,17:20:00,30.4,49,52,144.29,10.12,38.06,1
19872,11/18/2016,17:15:00,30.4,51,52,125.29,9,43.4,1
19873,11/18/2016,17:10:00,30.4,55,53,118.62,7.87,51.1,1
19874,11/18/2016,17:05:00,30.4,55,53,54.75,7.87,60.05,1
19875,11/18/2016,17:00:00,30.4,60,54,99.69,5.62,59.33,1
19876,11/18/2016,16:55:00,30.39,64,54,127.9,12.37,56.84,1
19877,11/18/2016,16:50:00,30.39,66,54,102.42,5.62,69.05,1
19878,11/18/2016,16:45:00,30.39,69,54,91.29,9,240.99,2
19879,11/18/2016,16:40:00,30.39,72,54,63.25,7.87,275.29,2
19880,11/18/2016,16:35:00,30.39,64,54,89.82,9,253.44,2
19881,11/18/2016,16:30:00,30.39,71,54,71.28,2.25,73.77,1
19882,11/18/2016,16:25:00,30.39,64,56,143.32,7.87,77.06,1
19883,11/18/2016,16:20:00,30.39,60,57,26.21,5.62,274.15,2
19884,11/18/2016,16:15:00,30.39,46,58,13.52,5.62,381.71,3
19885,11/18/2016,16:10:00,30.39,46,58,89.49,11.25,254.87,2
19886,11/18/2016,16:05:00,30.39,44,58,58.6,2.25,396.33,3
19887,11/18/2016,16:00:00,30.39,45,58,65.68,4.5,462.7,3
19888,11/18/2016,15:55:00,30.39,49,58,100.13,6.75,478.15,3
19889,11/18/2016,15:50:00,30.39,48,59,56.21,5.62,494.74,4
19890,11/18/2016,15:45:00,30.39,43,59,90.34,10.12,505.7,4
19891,11/18/2016,15:40:00,30.39,41,59,95.15,5.62,365.58,3
19892,11/18/2016,15:35:00,30.39,50,58,79.78,7.87,622.57,4
19893,11/18/2016,15:30:00,30.39,43,57,62.77,3.37,717.54,5
19894,11/18/2016,15:25:00,30.39,49,57,36.57,6.75,310.36,2
19895,11/18/2016,15:20:00,30.39,47,58,68.15,4.5,192.4,2
19896,11/18/2016,15:15:00,30.39,48,59,54.13,7.87,180.59,2
19897,11/18/2016,15:10:00,30.39,43,60,164.23,3.37,409.89,3
19898,11/18/2016,15:05:00,30.39,32,60,59.06,3.37,643.81,5
19899,11/18/2016,15:00:00,30.39,37,60,39.83,3.37,604.56,4
19900,11/18/2016,14:55:00,30.39,38,60,18.56,2.25,645.61,5
19901,11/18/2016,14:50:00,30.39,29,61,349.59,4.5,658.01,5
19902,11/18/2016,14:45:00,30.39,40,61,21.12,7.87,666.51,5
19903,11/18/2016,14:40:00,30.4,27,62,70.28,9,681.9,5
19904,11/18/2016,14:35:00,30.39,28,62,145.61,1.12,695.44,5
19905,11/18/2016,14:30:00,30.39,31,62,29.26,5.62,706.94,5
19906,11/18/2016,14:25:00,30.39,23,62,85,5.62,716.84,5
19907,11/18/2016,14:20:00,30.39,24,61,191.34,4.5,735.01,5
19908,11/18/2016,14:15:00,30.4,22,62,65.3,2.25,747.7,5
19909,11/18/2016,14:10:00,30.4,22,62,8.53,6.75,758.82,5
19910,11/18/2016,14:05:00,30.4,28,63,346.95,4.5,771.17,5
19911,11/18/2016,14:00:00,30.4,24,63,355.49,7.87,673.07,5
19912,11/18/2016,13:55:00,30.4,25,63,39.2,6.75,793.33,5
19913,11/18/2016,13:50:00,30.4,21,63,124.77,4.5,796.79,5
19914,11/18/2016,13:45:00,30.4,26,63,43,5.62,818.15,6
19915,11/18/2016,13:40:00,30.4,27,62,57.71,6.75,840.59,6
19916,11/18/2016,13:35:00,30.41,27,62,2.24,7.87,717.11,5
19917,11/18/2016,13:30:00,30.41,27,62,30.42,4.5,897.41,6
19918,11/18/2016,13:25:00,30.41,23,62,43.04,1.12,656.02,5
19919,11/18/2016,13:20:00,30.41,27,62,77.25,6.75,814.12,6
19920,11/18/2016,13:15:00,30.41,25,62,84.86,3.37,844.53,6
19921,11/18/2016,13:10:00,30.41,29,62,69.73,2.25,879.01,6
19922,11/18/2016,13:05:00,30.41,29,62,49.68,11.25,887.64,6
19923,11/18/2016,13:00:00,30.41,32,62,34.04,6.75,906.19,6
19924,11/18/2016,12:55:00,30.41,27,61,46.11,4.5,817.57,6
